PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18
Par,Pats Park,Custom,2021-01-19 16:34,57,,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,3
Discer,Pats Park,Custom,2021-01-19 16:34,64,7,3,3,3,3,4,3,3,2,4,4,4,4,3,3,4,4,6,4
Liam,Pats Park,Custom,2021-01-19 16:34,65,8,4,4,3,2,4,4,4,4,4,3,3,4,3,4,4,4,4,3
Wes,Pats Park,Custom,2021-01-19 16:34,64,7,3,4,3,3,4,3,3,3,4,4,4,4,4,3,4,4,3,4
